id,Beer_Name,Brew_Factory_Name,Style,ABV
325,Krugher & Brent Red Beer,Krugher & Brent,Imperial Pils/Strong Pale Lager,8
326,North Peak Siren Amber Ale,North Peak Brewing Company,Amber Ale,5
327,Scarlet Lane Night_s Watch,Scarlet Lane Brewing Company,American Strong Ale,10.50
328,Donegal Atlantic Amber,Donegal Brewing Co,Amber Ale,4.50
329,Maui Brewing Amber Reign,Maui Brewing Company,Amber Ale,5.50
330,Northbound Smokehouse Wild Rice Amber,Northbound Smokehouse Brewpub,Specialty Grain,6.60
331,Two Brothers Bottlenectar,Two Brothers Brewing Company,Amber Ale,5.90
332,Columbia Kettle Works Kettleface,Columbia Kettle Works,Amber Ale,8
333,Thorn Street Smugglers Cove Agave Amber Ale,Thorn Street Brewery,Amber Ale,6.20
334,_ tramÃ ¡ k Amber Ale 12Â °,Minipivovar _ tramÃ ¡ k,Amber Ale,
335,Ethereal Rum Reckoner,Ethereal Brewing,American Strong Ale,9
336,Columbia Kettle Works Bald Guy,Columbia Kettle Works,Amber Ale,6.30
337,Drummond Gluten Free,Drummond Brewing Company / Something Brewing,Specialty Grain,5
338,1516 Pub & Brewery American Black Ale,1516 Pub & Brewery,Black IPA,4.40
339,Books & Brews Clifford The Big Red Ale,Books & Brews,American Strong Ale,7.40
340,Essers Anniversary Ale,Sand Creek Brewing Company,Amber Ale,5.20
341,Wild Range Amber Ale,Genesee Brewing Company &#40; North American Breweries &#41;,Amber Ale,4.50
342,Westfield River Big Red Barn,Westfield River Brewing Company,Specialty Grain,9.50
343,HopCat Ginger Slap,HopCat,Spice/Herb/Vegetable,9.80
344,Absolution American Revelation Bourbon Barrel RyePA,Absolution Brewing Company,Specialty Grain,7.60
345,Boneshaker Rusty Chain English Barleywine,Boneshaker Community Brewery,Barley Wine,9.50
346,Lazy Boy Dumb Luck Amber Ale,Lazy Boy Brewing,Amber Ale,6.10
347,Castle Danger Barrel Aged Nestor Grade Amber Ale,Castle Danger Brewery,Amber Ale,6.50
348,Baranof Island Redoubt Red Ale,Baranof Island Brewing Company,Amber Ale,6
349,Cigar City Cold Brew Series - Red Ale,Cigar City Brewing,Amber Ale,7.20
350,Revolution Harbor Amber Ale,Genesee Brewing Company &#40; North American Breweries &#41;,Amber Ale,5.50
351,Imperial Oak Barrel Aged Odin_s Beard,Imperial Oak Brewing,American Strong Ale,9
352,Naparbier ZZ + Amber Ale,Naparbier,Amber Ale,5.50
353,Rebellion Scandale,Rebellion,Bitter,4.50
354,Crooked Fence Trainwreck Red Ale,Crooked Fence Brewing Company,Irish Ale,5.50
355,Dragoon / Fate &#40; AZ &#41; Infringement Pils,Dragoon Brewing Company,Pilsener,6.60
356,Old Market Mr. Toads Wild Red Ale,Old Market Pub and Brewery,Amber Ale,6.50
357,Pizza Boy Hop Test # 1 &#40; Ginger Red Ale &#41;,Pizza Boy Brewing,Amber Ale,7.80
358,Bentley Hooligan Amber Ale,Bentley Brewing Co. / Dark Horse Tavern,Amber Ale,6
359,2 Way Revolution Red,2 Way Brewing Company,Amber Ale,5.50
360,Tipping Point Chunky Gal Amber,Tipping Point Tavern,Amber Ale,4.90
361,Willimantic Fire Engine Red,Willimantic Brewing Company,Amber Ale,5.70
362,St Peters Amarillo Ale,St Peters &#40; UK &#41;,Golden Ale/Blond Ale,4.80
363,Amber_s Bub_s Lunch Pail Ale,Hog_s Head Brewing Company,Golden Ale/Blond Ale,5
364,Americas Reindeer Red Ale,Americas Brewpub,Amber Ale,5.80
365,Roosevelt Imperial Red,Turner Alley Brewing Company,American Strong Ale,8.20
366,Victory Amber Lager,Old Dominion Brewing Company &#40; Coastal Brewing Co. &#41;,Amber Lager/Vienna,5.20
367,River Horse Burnt Sugar Ale,River Horse Brewing Company,American Pale Ale,
368,LInox Trois de Pique,LInox MaÃ ® tres Brasseurs,Premium Bitter/ESB,5.50
369,Brewsters Winter WARMer Amber Ale,Brewsters Brewing Co. - Alberta,Amber Ale,6
370,Original Joe_s Red Ale,Big Rock Brewery,Amber Ale,
371,Coastal Pamlico Amber,Fordham Brewing Company &#40; Coastal Brewing Co. &#41;,Amber Ale,4.70
372,14th Star Hop Tea Session IPA,14th Star Brewing Company,Session IPA,3.50
373,Ranga Premium Red Ale,Southern Bay Brewing Company,Amber Ale,4.50
374,5 Seasons Kilt Lifter Scotch Ale,5 Seasons Brewing Company,Scotch Ale,8
375,Monkish False Prophet,Monkish Brewing Co. .,Belgian Ale,5.60
376,_ t IJ Red Rye IPA,Brouwerij _ t IJ,India Pale Ale &#40; IPA &#41;,5.80
377,5 Seasons Westside Imagine Rustic Farmhouse Ale,5 Seasons Westside,Saison,
378,Sasquatch Red Electric IRA,Sasquatch Brewing Company,Amber Ale,6.70
379,Sycamore Salty Coconut Red Ale,Sycamore Brewing,Amber Ale,6.50
380,Big Ridge Red Truck Ale,Big Ridge Brewing Co. .,Amber Ale,
381,Brewbakers Oatmeal Amber,Brewbakers Brewing Company,Amber Ale,
382,Amber Autumn Pale,Amber,Golden Ale/Blond Ale,4.40
383,1516 Tres Conejones,1516 Brewing Company,Imperial IPA,
384,Picaroons Afterglow Aphrodisiac Ale,Northampton Brewing Co. &#40; NB &#41;,Amber Ale,5
385,Mount Dora Dora Drawdy Drool,Mount Dora Brewing,Amber Ale,5.75
386,Moxies Big Life Amber Ale,Big Rock Brewery,Amber Ale,5
387,Blackwater Libertine,Salopian,Bitter,3.90
388,Austmann Easter Ale,Austmann Bryggeri,English Pale Ale,5
389,Aksarben Antler Ale,Aksarben Brewing Company,Golden Ale/Blond Ale,5.30
390,Rogues _ Harbor Route 34 Red Ale,Rogues _ Harbor Brewing,Amber Ale,
391,Growlers Alley Way Amber,Growlers,BiÃ ¨ re de Garde,7.40
392,10 Barrel Double Barrel NW Red,10 Barrel Brewing &#40; AB InBev &#41;,Amber Ale,6.25
393,Arvada Flanagans Irish Red,Arvada Beer Company,Irish Ale,4
394,Flyers First Flight Amber Ale,Flyers Restaurant & Brewery,Amber Ale,4.50
395,Rivertowne Arctic Amber,Rivertowne Pour House,Amber Ale,6
396,River Rat Broad River Red Ale,River Rat Brewery,Amber Ale,5.30
397,Device Derby Gurl American Amber Ale,Device Brewing Company,Amber Ale,5.20
398,Barrier Nunu Bru,Barrier Brewing Company,Spice/Herb/Vegetable,5.40
399,Fegley_s Brew Works Richter_s Revenge,Fegley_s Brew Works,American Strong Ale,
400,Bobcat Cafe Ripton Red,Bobcat Cafe and Brewery,Amber Ale,5.50
401,Sun King Bring The Hops,Sun King Brewing Company,India Pale Ale &#40; IPA &#41;,7
402,Uncommon Brewers Rubidus Red Ale,Uncommon Brewers,Spice/Herb/Vegetable,7.80
403,Cigar City White Oak Sunspear with Coffee,Cigar City Brewing,Amber Ale,5
404,Finnegans Irish Amber,Summit Brewing Company,Irish Ale,4.75
405,Lake Tahoe Crystal Bay Red Ale,Lake Tahoe Brewing,Amber Ale,4.20
406,Canhead Johnny Octane Red IPA,Panhead Custom Ales,India Pale Ale &#40; IPA &#41;,8
407,Pecan Street Ten Penny Nail,Pecan Street Brewing,Scottish Ale,
408,McMenamins Bagdad Ale,McMenamins Pubs and Breweries,Pilsener,5
409,Barbarian Red Ale,CervecerÃa Barbarian,Amber Ale,6.50
410,Rockingham A1 Amber Ale,Rockingham,Bitter,4
411,Laurelwood Organic Deranger Imperial Red Ale,Laurelwood Public House & Brewery,American Strong Ale,8.60
412,Haines Eldred Rock Amber,Haines Brewing Co. .,Amber Ale,5
413,Philadelphia Rowhouse Red,Philadelphia Brewing Company,Specialty Grain,5
414,Eight Bridges Twisted Red,Eight Bridges Brewing,Amber Ale,7
415,House of Brews A-Frame Amber,House of Brews,Amber Ale,5.50
416,Agrarian Curiosity,Agrarian Ales,BiÃ ¨ re de Garde,6
417,8 Wired Barrel Aged Smoked Imperial Porter &#40; 2011 &#41;,Renaissance Brewing,Imperial Porter,11
418,Genesee Brew House American Red Ale,Genesee Brewing Company &#40; North American Breweries &#41;,Amber Ale,5
419,Big Texan Texas Red Amber Ale,Big Texan Brewery,Amber Ale,4.50
420,Liberty Yakima Scarlet,Liberty Brewing Co,American Strong Ale,6.90
421,Beer Works Beantown Nut Brown Ale,Beer Works,Brown Ale,5
422,Toxic Gem City Ruby,Toxic Brew Company,Belgian Ale,6
423,Big Alice No. 0104 - Red Oak & White Ash Aged Stout,Big Alice Brewing,Stout,8.10
424,Peak Organic King Crimson,Shipyard Brewing Company,American Strong Ale,9
425,CJs Rich-Hagg Red Ale,CJs Brewing Company,Irish Ale,5
426,Beierhaascht l_AmbrÃ © e,Beierhaascht,Amber Ale,5.20
427,Catawba Valley Revenuers Red Ale,Catawba Valley Brewing Company,Irish Ale,5.20
428,300 Suns Kentucky Uncommon Whiskey Ale,300 Suns Brewing,Amber Ale,5.50
429,Bicycle Craft Crimson Cascade,Bicycle Craft Brewery,Amber Ale,5.70
430,Portneuf Valley Twisted Stick Amber Ale,Portneuf Valley Brewing Co. .,Amber Ale,3.90
431,Milwaukee Ale House Double Louies Demise,Milwaukee Ale House,American Strong Ale,
432,Cambridge Valley Girl,Cambridge Brewing Company,Amber Ale,4.90
433,Heist American Style Red Ale,Heist Brewery,Amber Ale,4.50
434,Broken Goblet Amber Management,Broken Goblet Brewing,Amber Ale,7.10
435,African Moon Black Buck Bitter,Porcupine Quill Micro Brewery,Premium Bitter/ESB,7.50
436,Calfkiller Scorned Hooker,Calfkiller Brewing Company,Amber Ale,5.70
437,Seabright Amber,Seabright Brewery,Amber Ale,5
438,West Sixth Amber,West Sixth Brewing Company,Amber Ale,5.50
439,Bagby Hop Crop Red Ale,Bagby Beer Company,Amber Ale,5.90
440,Triple Crossing Demon Days,Triple Crossing Brewing Company,Amber Ale,6.60
441,Healthy Brew Easy Amber,Healthy Brew,Amber Ale,
442,Keystone V9,Coors Brewing Company &#40; MillerCoors &#41;,Golden Ale/Blond Ale,5.90
443,Big Boss Miss Charlotte,Big Boss Brewing Company,American Pale Ale,7.20
444,Fat Head_s Zest For Breasts,Fat Head_s Brewery & Saloon,Wheat Ale,5
445,First Magnitude 450 Amber Ale,First Magnitude Brewing Company,Amber Ale,4.70
446,Backshore Happy Camper Amber Ale,Backshore Brewing Company,Amber Ale,5.70
447,Big Bear Mountain Orange Blossom Amber Ale,Big Bear Mountain Brewery,Fruit Beer,4.50
448,Liberal Cup State Budget Red Ale,Liberal Cup Public House and Brewery,Amber Ale,4.90
449,BNS Ole Prospector Red Ale,BNS Brewing & Distilling,Amber Ale,5.50
450,Timeless Pints A Precarious Proposal - Amber Ale,Timeless Pints Brewing Company,Amber Ale,5.20
451,3 Cordilleras Mulata,3 Cordilleras,Amber Ale,5.20
452,Callahans Red,San Diego Brewing Company,Amber Ale,
453,Vancouver Island Mile High Mountain Ale,Vancouver Island Brewery,Amber Ale,5.90
454,Thomas Creek Appalachian Amber Ale,Thomas Creek Brewery,Amber Ale,5.50
455,Big Rock Urban Hollow Tree Pacific Northwest Red,Big Rock Urban Brewery,Amber Ale,5.80
456,Titletown Addlepated Ale,Titletown Brewing Company,Amber Ale,6.50
457,Willimantic AmBeerlicious American Ale,Willimantic Brewing Company,Amber Ale,5.70
458,Szot Amber Ale,Szot Microbrewery,Amber Ale,5
459,Frog Island Amber Ale,Frog Island Brewing,Amber Ale,6
460,MashCraft Java Red,MashCraft Brewing,Irish Ale,5.50
461,Yukon You Only Live Once Imperial Red Ale,Yukon Brewing Company,Amber Ale,7.50
462,Elk Grove Wrangler Red Ale,Elk Grove Brewery,Amber Ale,4.80
463,Northbound Smokehouse Pride Red,Northbound Smokehouse Brewpub,Amber Ale,6.30
464,THAT Amber Ale,THAT Brewery & Pub at Rimside,Amber Ale,4.60
465,Cape Cod Bourbon Barrel Red,Cape Cod Beer,Amber Ale,5.50
466,L_Alchimiste Pale Ale Rousse,L_Alchimiste,English Pale Ale,5.50
467,Coopers Cave Radeau Red Ale,Coopers Cave Ale Company,Irish Ale,
468,The Beer Company Bloodshot Red,The Beer Company,Amber Ale,7
469,Aspen Bourbon Barrel Aged Conundrum Red Ale,Aspen Brewing Company,Amber Ale,6.50
470,Baird Big Red Machine Fall Classic,Baird Brewing Co. .,Oktoberfest/M Ã $ rzen,5.80
471,Les Brasseurs du Petit Sault Louis XVII,Les Brasseurs du Petit Sault,Amber Ale,
472,Block 15 King Caspian Royalty Red,Block 15 Brewery,India Pale Ale &#40; IPA &#41;,8.75
473,Puyallup River Fryingpan Cascadian Red Ale,Puyallup River Brewing Company,American Pale Ale,7
474,Bissell Brothers Bucolia Ale,Bissell Brothers Brewing Company,Amber Ale,5.60
475,Hollywood Beach Red Tide Amber Ale,Hollywood Beach Brewing Company,Amber Ale,5.20
476,Northampton Clifford,Northampton Brewery &#40; MA &#41;,Amber Ale,5.40
477,Quidi Vidi Mummer_s Brew Amber Ale,Quidi Vidi Brewing Company,Amber Ale,5
478,Palouse Falls Crimson Pride Ale,Palouse Falls Brewing Company,Amber Ale,5.50
479,Congregation Communion Chile Red,Congregation Ales,Spice/Herb/Vegetable,6.90
480,Brewhouse Alta Lake Ale,Whistler Brewhouse/High Mountain,Traditional Ale,5
481,Lassen Almanor Amber Ale,Lassen Ale Works,Amber Ale,4.50
482,Sebago Runabout Red Ale,Sebago Brewing Company,Amber Ale,5
483,Maui Brewing Island Hopper Red,Maui Brewing Company,Amber Ale,6
484,Bare Bones Tiber River Red,Bare Bones Grill & Brewery,Amber Ale,5.25
485,Nail Beazle Brew,Nail Brewing Australia,Amber Ale,5
486,8 Wired / Renaissance / NÃ ¸ gne _ - _ For Awesome Imperial Amber Ale,Renaissance Brewing,American Strong Ale,9
487,7venth Sun Mangrove Double IPA - Red Oak,7venth Sun Brewery,Imperial IPA,10
488,Pipeworks Sam vs Unicorn,Pipeworks Brewing Company,American Strong Ale,9
489,Thunder Canyon Little Red Ryeding Hood IPA,Thunder Canyon Brewery,India Pale Ale &#40; IPA &#41;,6.10
490,Central Coast Old Mission Amber Ale,Central Coast Brewing,Amber Ale,5.50
491,Horsefly Tabano Red,Horsefly Brewing Company,Irish Ale,
492,Lynnwood Imperial Red,Lynnwood Grill & Brewing Concern,American Strong Ale,8
493,75th Street Fountain City Amber,75th Street Brewery,Amber Ale,5.90
494,Green Room South Swell,Green Room Brewing &#40; FL &#41;,Amber Ale,6
495,Bethlehem Brew Works West End Red,Fegley_s Brew Works,Amber Ale,5.70
496,AleWerks Red Marker Ale,AleWerks Brewing Company,Amber Ale,5
497,AF Brew Redneck Ale,AF Brew,Spice/Herb/Vegetable,6.40
498,Indie Alehouse Grendel_s Revenge,Indie Alehouse Brewing Co. .,Old Ale,8
499,Left Hand Safety Round 2,Left Hand Brewing Co. .,Amber Ale,6.50
500,Storz Gold Crest Amber Ale,Blue Blood Brewing Company,Amber Ale,5.50
501,Apocalypse Brew Works Atomic Amber,Apocalypse Brew Works,Amber Ale,5.20
502,Elevation 66 Ramble Tamble Red Ale,Elevation 66 Brewing Company,Amber Ale,7
503,AllgÃ $ uer Winterfestbier,AllgÃ $ uer Brauhaus &#40; Oetker Group &#41;,Oktoberfest/M Ã $ rzen,5.50
504,Sierra Blanca Roswell Alien Amber Ale,Sierra Blanca Brewing Co,Amber Ale,5.20
505,King Street Amber,King Street Brewing Company,Amber Ale,5.10
506,Border Brewing Rooftop Red Ale,Border Brewing Company,Amber Ale,4.80
507,WAB Custom Blonde,Woodward Avenue Brewers,Pale Lager,5
508,Koelschip Amber Skyline Almeers Stadsbier,Bierbrouwerij Sint Servattumus,Amber Ale,5.50
509,Newmans Continental Drift Red Rye IPA,Celt Experience,India Pale Ale &#40; IPA &#41;,5.90
510,612 Brew Wild Rice Dunkel,612 Brew,Dunkel/Tmav Ã 1/2,5.30
511,Illinois Uptown Amber,Illinois Brewing,Amber Ale,
512,Big Island Starshine Ginger Beer,Big Island Brewhaus,Spice/Herb/Vegetable,
513,Hopworks Rise-Up Red Ale,Hopworks Urban Brewery,Amber Ale,5.80
514,Powerhouse Amperage Amber,Powerhouse Restaurant & Brewery,Amber Ale,5.90
515,Loowit Two-Sixteen Red Ale,Loowit Brewing Company,Amber Ale,
516,Naples Beach Rojo Especial,Naples Beach Brewery,Bitter,5.20
517,Flying Goose Wildflower Honey Ale,Flying Goose Brew Pub,Amber Ale,4.98
518,AB BiÃ ¨ re La Margoulette AmbrÃ © e,AB BiÃ ¨ re,Amber Ale,6.30
519,Carlsberg Semper Ardens First Gold I.P.A.,Carlsberg Brewery,India Pale Ale &#40; IPA &#41;,6.30
520,Peak Organic Fall Summit Ale,Shipyard Brewing Company,Amber Ale,5.70
521,Spiteful Angry Adam Hoppy Red Ale,Spiteful Brewing,Amber Ale,6
522,Crabtree 5,Crabtree Brewing Company,Sour/Wild Ale,
523,Big Barn Bluff Top Belgian,Big Barn Brewery,Belgian Ale,
524,Conshohocken Hale Fire Red Ale,Conshohocken Brewing Co. .,Amber Ale,6.60
525,BS Brewing College Chronic,BS Brewing,American Strong Ale,7.50
526,Wolf_s Ridge Little Red Riding Ale,Wolf_s Ridge Brewing,Amber Ale,4.50
527,Vindication Premium Session Bold Ale,Vindication Brewing Co. .,Amber Ale,5.90
528,Alphabet City Dizzy Brewnette,Butternuts Beer and Ale,Altbier,5
529,Bowen Island Sea Spray Amber Ale,Kamloops Brewery,Amber Ale,5
530,21st Amendment Imperial Churchyard,21st Amendment Brewery,English Strong Ale,
531,Birrificio Rurale Reset,Birrificio Rurale,Amber Ale,5.60
532,Appalachian Riverside Red Ale,Appalachian Brewing Company &#40; PA &#41;,Amber Ale,4.80
533,Swan Lake Amber Swan Ale,Hyouko Yashiki No Mori Brewery ( Swan Lake ),Amber Ale,5
534,BrÃ 1/4 eprint BrÃ 1/4 e Scarlet,BrÃ 1/4 eprint Brewing Company,Amber Ale,4.80
535,Lake Chelan Mackinaw Red Amber Ale,Lake Chelan Brewery,Amber Ale,5.80
536,Rock Bottom Ahwatukee Raptor Red,Rock Bottom Ahwatukee,Irish Ale,5.40
537,La Cumbre Grange_s Red Card 4 ALS,La Cumbre Brewing Company,American Strong Ale,8.60
538,Cerveza Queretaro,Cervecera Regional,Amber Ale,5.50
539,2 Brothers Bloody Oak,2 Brothers Brewery,Barley Wine,9.70
540,No Label Ridgeback Ale,No Label Brewing Co. .,Amber Ale,6.16
541,Highway 1 Amberdextrous,Highway 1 Brewing Company,Amber Ale,5
542,Copperpoint A10 Hop Hog,Copperpoint Brewing Company,India Pale Ale &#40; IPA &#41;,6.30
543,Waconia 255 Amber Ale,Waconia Brewing Company,Amber Ale,6.40
544,Acoustic Ales Mosh Pit Hoppy Red Ale,Acoustic Ales Brewing Experiment,Amber Ale,6.66
545,Pine Creek River Valley Red Ale,Big Rock Brewery,Amber Ale,5
546,Barley Browns Point Blank Red &#40; PBR &#41;,Barley Browns Brewpub,Irish Ale,5.40
547,Arundel Red Devil,Arundel,Bitter,4.20
548,Third Base Red Rocket Amber Ale,Third Base Sports Bar & Brewery,Amber Ale,4.60
549,300 Suns Rabbit Mountain Red Ale,300 Suns Brewing,Amber Ale,6
550,Boneyard Chingadera IIRA,Boneyard Beer Company,Imperial IPA,9
551,Jack Cody_s Smiggy Amber Ale,Jack Cody_s,Amber Ale,4.80
552,Big Storm Red Hot Mama,Big Storm Brewing Company,Porter,7.20
553,Lake Effect Whoopskibier,Lake Effect Brewing Company,Amber Ale,6
554,Smog City Fluffy Fuzz Buzz,Smog City Brewing,Spice/Herb/Vegetable,5.90
555,515 Undead Red,515 Brewing Company,Spice/Herb/Vegetable,7.80
556,Black Bridge Trailblazer Brown Ale,Black Bridge Brewery &#40; AZ &#41;,Brown Ale,5.50
557,Amber_s Axl Rosehip,Amber_s Brewing Company,Spice/Herb/Vegetable,5
558,Saimaan Brewer_s Special American Red Ale,Saimaan Juomatehdas,Amber Ale,4.70
559,Rock Bottom La Jolla Ragtop Red Ale,Rock Bottom La Jolla,Amber Ale,5.40
560,Kilannan New Zealand Red Ale,Kilannan Brewing Company,Amber Ale,5.20
561,Lakemaid Frosty Winter Lager,Stevens Point Brewery,Premium Lager,
562,PangPang Hornstull Honey Amber,PangPang Brewery,American Pale Ale,5.50
563,Great Lakes Rally Drum Red Ale,Great Lakes Brewing &#40; Ohio &#41;,Amber Ale,5.80
564,Diamond Knot Fog Bank Fall Ale,Diamond Knot Brewery,Amber Ale,5.50
565,Downton Chimera Maltster_s Best,Downton,Bitter,4.20
566,Big Tide Anniversary Amber Ale,Big Tide Brewing,Amber Ale,5.80
567,Nostra Domus,Domus Pub and Brewery,Oktoberfest/M Ã $ rzen,5.80
568,Intuition Ale Works Longleaf Amber,Intuition Ale Works,Amber Ale,
569,Lux New Olde Horny Brew,Custom Brewcrafters,American Pale Ale,4.40
570,Crow Hop Sleeping Owl Stout,Crow Hop Brewery,Sweet Stout,5
571,Pints Rip Saw Red,Pints Brewing Company,Amber Ale,5.90
572,Laurelwood Fresh Hop Free Range Red &#40; Amarillo &#41;,Laurelwood Public House & Brewery,Amber Ale,6.10
573,Kaapse Brouwers Jaapie,Brouwerij de Molen,American Strong Ale,10.10
574,R.J. Rockers Red Glare,R.J. Rockers Brewing Co. .,Amber Ale,4.90
575,Intracoastal Amberica,Intracoastal Brewing Company,Amber Ale,5.50
576,Marthas Old Dunstable Amber,Marthas Exchange Restaurant and Brewing,Amber Ale,5.60
577,Fort Myers Incognito Black Imperial IPA,Fort Myers Brewing Company,Black IPA,
578,Brassneck Mr. Personality,Brassneck Brewery,Amber Ale,5
579,Lodi Mo kel ko Red Ale,Lodi Beer Company,Amber Ale,
580,Prism Bitto Honey IPA,Prism Brewing Company,India Pale Ale &#40; IPA &#41;,6.50
581,HopDog BeerWorks Midgee,HopDog BeerWorks,Amber Ale,2.90
582,Widmer Brothers TimBrrr,Widmer Brothers Brewing Company,Imperial IPA,8.30
583,Fish Rock Red Emperor Amber Ale,Australian Independent Brewers,Amber Ale,4.50
584,Ancient City Matanzas River Red Ale,Ancient City Brewing,Irish Ale,6.20
585,Rat Hole Rotation Red Ale,Rat Hole Brewing,Amber Ale,5.50
586,Bank Top Little Red Rooster,Bank Top,Bitter,4.50
587,Buffalo Bayou 1836,Buffalo Bayou Brewing,Premium Bitter/ESB,5.90
588,Logboat Jupiter_s Moons,Logboat Brewing Co. .,American Strong Ale,8.50
589,Big Alice No. 0040 - Biscuit & Buckwheat Honey,Big Alice Brewing,American Strong Ale,10.75
590,Sacramento River Otter Ale,Sacramento Brewing Company,English Pale Ale,5.50
591,Roc Brewing Red Nutz,Roc Brewing Company,Irish Ale,4.90
592,Klamath Basin Rebellion Red Ale,Klamath Basin Brewing / The Creamery Brew Pub & Grill,Amber Ale,5.90
593,Wild Woods Campfire Red Ale,Wild Woods Brewery,Amber Ale,5.40
594,Coachs Railyard Amber Ale,Coachs Brewery,Amber Ale,
595,Seminar Howler American Red Ale,Seminar Brewing,Amber Ale,5.10
596,Lone Peak Class V Amber,Lone Peak Brewery,Premium Bitter/ESB,5.75
597,Three Notch_d Fandom of the Hopera,Three Notch_d Brewing Company,Imperial IPA,7.80
598,21st Amendment Ales for ALS,21st Amendment Brewery,Amber Ale,7
599,Public Craft No Front Porches,Public Craft Brewing Co. .,Amber Ale,8
600,Knee Deep McCarthy_s Bane Imperial Red Ale,Knee Deep Brewing Company,American Strong Ale,8
601,Saint Arnold Altared Amber,Saint Arnold Brewing Company,Belgian Ale,
602,Andersonville Bourbon Barrel Aged Sour Gangster,Andersonville Brewing Company,Sour Red/Brown,5.50
603,Backwoods Spruce Springsteen Strong Ale,Backwoods Brewing Company,American Strong Ale,9.50
