id,Beer_Name,Brew_Factory_Name,Style,ABV
340,Minhas Swiss Style Amber,Minhas Craft Brewery,American Amber / Red Ale,5.50
341,Red Felt Ale,Goose Island Beer Co. .,American Amber / Red Ale,6.00
342,Ghost River Riverbank Red,Ghost River Brewing,American Amber / Red Ale,
343,Common Ground,The Fort Collins Brewery,American Amber / Red Ale,5.60
344,Rathskeller Amber Ale,Gray 's Brewing Company,American Amber / Red Ale,5.50
345,Riptide Amber,Pensacola Bay Brewery,American Amber / Red Ale,5.40
346,Atomic Raygun,Spring House Brewing Company,American Amber / Red Ale,8.30
347,Yakima Red,Meantime Brewing Company Limited,American Amber / Red Ale,4.00
348,Copperline Amber Ale,Carolina Brewery,American Amber / Red Ale,5.40
349,Moustache Ride,Flat 12 Bierwerks,American Amber / Red Ale,6.00
350,Men 's Room Original Red,Elysian Brewing Company,American Amber / Red Ale,5.60
351,Magnificent Amber,Triton Brewing Company,American Amber / Red Ale,5.30
352,Project Failed Red Ale,10 Barrel Brewing Co. .,American Amber / Red Ale,6.70
353,Nightwatch Dark Amber Ale,Maritime Pacific Brewing Company,American Amber / Red Ale,5.50
354,Climax Noel - Imperial Red Ale,Eel River Brewing Co. .,American Amber / Red Ale,9.20
355,Premium Red Ale,Uehara Shuzou Co. Ltd. / Echigo Beer Pub,American Amber / Red Ale,6.00
356,Men 's Room Black Imperial Ale,Elysian Brewing Company,American Amber / Red Ale,8.00
357,Rufus,Firestone Walker Brewing Co. .,American Amber / Red Ale,12.00
358,` Merican Amber,Jekyll Brewing,American Amber / Red Ale,5.80
359,Barrel Trolley Amber Ale,World Brews,American Amber / Red Ale,4.50
360,Moon Gun,DuClaw Brewing Company,American Amber / Red Ale,5.00
361,Knickerbocker Red,Blue Pants Brewery,American Amber / Red Ale,7.00
362,Red Beard Ale,Latitude 42 Brewing Company,American Amber / Red Ale,6.50
363,Backcountry Amber,Backcountry Brewery,American Amber / Red Ale,5.38
364,Mesabi Red,Lake Superior Brewing Company,American Amber / Red Ale,6.50
365,Citrus Wizard,Cigar City Brewing,American Amber / Red Ale,7.20
366,Red Card,Alpine Beer Company,American Amber / Red Ale,6.20
367,Mehana Volcano Red Ale,Hawai'i Nui Brewing / Mehana Brewing Company,American Amber / Red Ale,5.20
368,Smoked Amber,Triple C Brewing Co. .,American Amber / Red Ale,5.50
369,Beach House,Strand Brewing Co. .,American Amber / Red Ale,5.10
370,Red Ale,Rock Bottom Restaurant & Brewery,American Amber / Red Ale,5.70
371,Satan 's Pony Amber Ale,South Street Brewery,American Amber / Red Ale,5.00
372,Amber,Dead Armadillo Craft Brewing,American Amber / Red Ale,
373,South Coast,Parish Brewing Company,American Amber / Red Ale,5.10
374,Rocket Red Ale,Big River Grille & Brewing Works,American Amber / Red Ale,4.70
375,Owyhee Amber Ale,Beer Valley Brewing Co. .,American Amber / Red Ale,5.50
376,BottleTree Red,BottleTree Beer Co. .,American Amber / Red Ale,7.50
377,Irresistible Amber Ale,Madison River Brewing Company,American Amber / Red Ale,5.50
378,Murphy 's Law Amber Ale,Smartmouth Brewing Company,American Amber / Red Ale,5.80
379,Day Of The Dead Beer ( Cerveza De Los Muertos ) Death Becomes You,Cerveceria Mexicana S.A. De C.V.,American Amber / Red Ale,5.50
380,Organ Grinder Amber Ale,Mankato Brewery,American Amber / Red Ale,5.80
381,Gentleman Farmer Estate Hop Ale,Lickinghole Creek Craft Brewery,American Amber / Red Ale,7.50
382,Deranger Imperial Red,Laurelwood Public House & Brewery,American Amber / Red Ale,8.50
383,Deadicated Amber Ale,Devil 's Canyon Brewing Company,American Amber / Red Ale,5.50
384,Sea Dog Amber Ale,Vancouver Island Brewery,American Amber / Red Ale,5.20
385,Flambeau Red,New Orleans Lager & Ale Brewing Company ( NOLA ),American Amber / Red Ale,5.70
386,Belle Gueule Rousse,Brasseurs R.J.,American Amber / Red Ale,5.20
387,Winni Ale,603 Brewery,American Amber / Red Ale,6.60
388,Anarchist Amber Ale,Cannery Brewing Company,American Amber / Red Ale,5.50
389,Stinky Hippie,North Country Brewing,American Amber / Red Ale,6.00
390,Lizard Head Red,Steamworks Brewing Co. .,American Amber / Red Ale,5.50
391,Imperial Cherry Amber Ale,River Horse Brewing Co. .,American Amber / Red Ale,7.50
392,Amber Apparition,Henniker Brewing Co. .,American Amber / Red Ale,5.20
393,Bozone Select Amber Ale,Bozeman Brewing Company,American Amber / Red Ale,5.40
394,Preacher 's Daughter Amber Ale,Fountain Square Brewing Co. .,American Amber / Red Ale,6.00
395,Pietro Piegari,Choc Beer Co. / Pete 's Place,American Amber / Red Ale,5.00
396,Red King,Real Ale Brewing Company,American Amber / Red Ale,8.60
397,Saranac Immortality,Matt Brewing Company / Saranac Brewery,American Amber / Red Ale,7.50
398,Red Racer Copper Ale,Central City Brewers + Distillers,American Amber / Red Ale,5.00
399,Holy Crap,Mispillion River Brewing,American Amber / Red Ale,9.00
400,Old Credit Amber Ale,Old Credit Brewing Co. .,American Amber / Red Ale,5.00
401,Leavenworth Oktoberfest Celebration Ale,Fish Brewing Company / Fishbowl Brewpub,American Amber / Red Ale,5.50
402,Winter Cheer Ale,Spanish Peaks Brewing Co. .,American Amber / Red Ale,6.30
403,Starfish Imperial Red Ale,Fish Brewing Company / Fishbowl Brewpub,American Amber / Red Ale,7.50
404,Battle Axe,Austin Beerworks,American Amber / Red Ale,8.00
405,Keybilly,Brew Hub,American Amber / Red Ale,5.40
406,Tongue Buckler ( Bourbon Barrel Aged ),Ballast Point Brewing Company,American Amber / Red Ale,10.00
407,Deciduous,Trillium Brewing Company,American Amber / Red Ale,8.00
408,Steelhead Red,Grizzly Peak Brewing Company,American Amber / Red Ale,5.50
409,Boatilla,Big Bay Brewing Co. .,American Amber / Red Ale,4.80
410,Columbus Uncle Rusty,Columbus Brewing Company,American Amber / Red Ale,9.20
411,Deliberation Amber,West Sixth Brewing Company,American Amber / Red Ale,5.50
412,Single Engine Red,Denali Brewing Company / Twister Creek Restaurant,American Amber / Red Ale,5.60
413,Extra Red,Ritual Brewing Co. .,American Amber / Red Ale,6.50
414,Liquid Amber,Prescott Brewing Company,American Amber / Red Ale,
415,Olde Johnnie Ale,Cold Spring Brewing Co. .,American Amber / Red Ale,4.70
416,Freshtracks Wet Hopped Ale,Boulder Beer / Wilderness Pub,American Amber / Red Ale,4.90
417,Copperhead Red,The Brew Kettle Taproom & Smokehouse / Production Works,American Amber / Red Ale,5.00
418,Strada S. Felice,Grado Plato,American Amber / Red Ale,8.00
419,Downpour,Elevation Beer Co. .,American Amber / Red Ale,8.30
420,Hoosier Daddy,New Albanian Brewing Company - Pizzeria and Public House,American Amber / Red Ale,7.00
421,Green Man Leaf Blower Whole Leaf Amber,Green Man Brewery,American Amber / Red Ale,6.20
422,Siren Red Ale,Lighthouse Brewing Company,American Amber / Red Ale,8.00
423,Green 's Amber Ale,Green 's Gluten Free Beers,American Amber / Red Ale,6.00
424,1892 Traditional Ale,Quidi Vidi Brewing Company,American Amber / Red Ale,5.00
425,Gahan House Island Red Amber,The Gahan House,American Amber / Red Ale,5.00
426,Sacrifice,Aztec Brewing Company,American Amber / Red Ale,7.60
427,Pinglehead,Pinglehead Brewing Co. / Brewer 's Pizza,American Amber / Red Ale,7.80
428,Atwater Double Down Imperial Amber Ale,Atwater Brewery,American Amber / Red Ale,7.50
429,Simeon Jones River Valley Amber Ale,Picaroons Brewing Co. .,American Amber / Red Ale,4.50
430,The Infinite,Jailbreak Brewing Company,American Amber / Red Ale,5.00
431,Cross Fever,Epic Brewing Company,American Amber / Red Ale,4.80
432,Pisgah Leaf Amber,Pisgah Brewing Co. .,American Amber / Red Ale,5.70
433,Portsmouth Hop Harvest # 1,Portsmouth Brewery,American Amber / Red Ale,6.50
434,Bed Head Red,Lagerheads Smokehouse & Brewing Co. .,American Amber / Red Ale,5.90
435,Squatters Radio From Hell,Utah Brewers Cooperative,American Amber / Red Ale,5.50
436,Red Frog Ale,Blue Frog Grog & Grill,American Amber / Red Ale,6.00
437,Epiphany Ale,Iron Springs Pub & Brewery,American Amber / Red Ale,5.50
438,Ruby Bloom Amber,Bloomington Brewing Company,American Amber / Red Ale,6.00
439,IRA ( India Red Ale ),Cascade Lakes Brewing Co. .,American Amber / Red Ale,6.80
440,Stoudt 's Winter Ale ( 2010-2011 ),Stoudts Brewing Co. .,American Amber / Red Ale,6.00
441,Kick Back Ale,Beach Haus Brewery,American Amber / Red Ale,5.50
442,Squatters Organic Amber Ale,Utah Brewers Cooperative,American Amber / Red Ale,4.00
443,Hockley Amber,Hockley Valley Brewing Co. .,American Amber / Red Ale,4.20
444,Trailhead Red,Trailhead Brewing Co,American Amber / Red Ale,
445,9th State Red IPA,603 Brewery,American Amber / Red Ale,7.10
446,100 Meter Ale,Eugene City Brewery,American Amber / Red Ale,
447,Victory Red,Boston Beer Works - Canal Street,American Amber / Red Ale,5.00
448,Toaster Pastry,21st Amendment Brewery,American Amber / Red Ale,7.60
449,Angel Creek Amber Ale,Ruby Mountain Brewing,American Amber / Red Ale,5.00
450,Farmer 's Tan,Tractor Brewing Co. .,American Amber / Red Ale,5.20
451,Hitachino Nest Amber Ale,Kiuchi Brewery,American Amber / Red Ale,5.00
452,Trout Town American Amber Ale,Roscoe Beer Co. .,American Amber / Red Ale,5.00
453,Bahl Hornin ' Imperial Boont Amber Ale,Anderson Valley Brewing Company,American Amber / Red Ale,8.80
454,Hop Head Red,Belmont Brewing Company,American Amber / Red Ale,
455,Knucklehead Red Ale,Beachwood BBQ & Brewing,American Amber / Red Ale,5.70
456,Rustic Horizon Red Ale,Twisted Manzanita Ales,American Amber / Red Ale,6.80
457,Hop Lobster,Springfield Brewing Company,American Amber / Red Ale,
458,Matt 's Red,Cumberland Brews,American Amber / Red Ale,5.50
459,Evil Owl Amber,Branchline Brewing Co. .,American Amber / Red Ale,5.20
460,Daylight Amber,Track 7 Brewing Co. .,American Amber / Red Ale,6.50
461,Wisco Disco,Stillmank Beer Company,American Amber / Red Ale,5.10
462,Skunk Ape,Boneyard Beer Company,American Amber / Red Ale,6.00
463,Abner Weed Amber Ale,Mount Shasta Brewing,American Amber / Red Ale,5.50
464,Patrick 's Poison,Rivertowne Brewing,American Amber / Red Ale,8.00
465,The Red C,Sloop Brewing,American Amber / Red Ale,6.70
466,Steep Trail Amber Ale,Black Diamond Brewing Co. .,American Amber / Red Ale,5.70
467,Easy Chair,Upland Brewing Company,American Amber / Red Ale,5.25
468,Smoked Red Ale,West O Beer,American Amber / Red Ale,6.50
469,Conjugal Visit,Jailhouse Brewing Company,American Amber / Red Ale,6.00
470,Tell Tale Red Ale,Scuttlebutt Brewing Company,American Amber / Red Ale,5.00
471,Ale Camino,Tap It Brewing Co. .,American Amber / Red Ale,5.50
472,Gnarly Oak Hazelnut Dark,Minhas Craft Brewery,American Amber / Red Ale,5.50
473,Triple Hop Red,Lengthwise Brewing Company,American Amber / Red Ale,5.60
474,Irish Red,Rubicon Brewing Company,American Amber / Red Ale,6.90
475,Red Headed Stranger,Ranger Creek Brewing & Distilling,American Amber / Red Ale,6.30
476,Barnstormer Red,Blackhorse Pub & Brewery,American Amber / Red Ale,
477,Arch Amber Ale,The Hartford Better Beer Co. .,American Amber / Red Ale,4.90
478,Oak Creek Amber,Oak Creek Brewing Co. .,American Amber / Red Ale,5.50
479,Vicious Circle Amber Ale,Fish Brewing Company / Fishbowl Brewpub,American Amber / Red Ale,5.00
480,Copperhead Amber Ale,Yalobusha Brewing Company,American Amber / Red Ale,5.65
481,Rudolph 's Red,Rivertowne Pourhouse,American Amber / Red Ale,8.10
482,Manitou Amber Ale,Brewery Terra Firma,American Amber / Red Ale,5.30
483,Red Wing Red Ale,Rohrbach Brewing Company ( Brewpub ),American Amber / Red Ale,4.60
484,Flying Monkeys Amber Ale,Flying Monkeys Craft Brewery,American Amber / Red Ale,5.00
485,ZZ + Amber Ale,Naparbier Sdad . Coop .,American Amber / Red Ale,5.50
486,Eruption Imperial Red Ale,Worthy Brewing Co. .,American Amber / Red Ale,8.00
487,Three Beavers Imperial Red Ale,Howe Sound Inn & Brewing Company,American Amber / Red Ale,7.50
488,Amber Tease,Schmohz Brewing Company,American Amber / Red Ale,5.30
489,Yebisu Kohaku,Sapporo Breweries Ltd. .,American Amber / Red Ale,5.50
490,961 Red Ale,961 Beer,American Amber / Red Ale,5.50
491,West Sixth / Country Boy Country Western ( Volume 3 Imperial Red Ale ),West Sixth Brewing Company,American Amber / Red Ale,13.00
492,Double Dragon Imperial Red Ale,Phillips Brewing Company,American Amber / Red Ale,8.20
493,Reppin ' Red Ale,Berghoff Brewery,American Amber / Red Ale,6.20
494,Oklahoma Suks,Independence Brewing Co. .,American Amber / Red Ale,
495,You Big Dummy,Urban Legend Brewing Company,American Amber / Red Ale,8.80
496,Mountain Goat Fancy Pants Amber Ale,Mountain Goat Beer Pty Ltd,American Amber / Red Ale,5.40
497,Red Glare,Liberty Street Brewing Company,American Amber / Red Ale,5.20
498,Gangster Duck,Radiant Pig Craft Beers,American Amber / Red Ale,6.20
499,Banner American Ale,Banner Beer Company,American Amber / Red Ale,3.40
500,Horseheads Brickyard Red Ale,Horseheads Brewing Inc. .,American Amber / Red Ale,5.50
501,Good Medicine Strong Red Ale,Great Northern Brewing Co. / Black Star Draught House,American Amber / Red Ale,7.50
502,McCarthy Red,Emmett 's Brewing Company,American Amber / Red Ale,5.60
503,Sertoma Smoke,Cigar City Brewing,American Amber / Red Ale,5.00
504,Annie 's Amber Ale,High Noon Saloon & Brewery,American Amber / Red Ale,5.50
505,Storm Cat,One Trick Pony,American Amber / Red Ale,6.70
506,Fire Boat Amber,Fire Station 5 Brewing Company,American Amber / Red Ale,5.50
507,Honey Amber Ale,RJ Rockers Brewing Company,American Amber / Red Ale,5.80
508,New Almaden Red,Santa Clara Valley Brewing,American Amber / Red Ale,10.00
509,Ragin ' Bull,Bolero Snort Brewery,American Amber / Red Ale,5.00
510,Red Dragon Ale,Cortland Beer Company,American Amber / Red Ale,7.00
511,Mavericks Amber Ale,Half Moon Bay Brewing Company,American Amber / Red Ale,4.80
512,Hawai'i Nui Sunset Amber Ale,Hawai'i Nui Brewing / Mehana Brewing Company,American Amber / Red Ale,5.45
513,Buttface Amber,Ram Restaurant & Brewery,American Amber / Red Ale,5.80
514,Hedonism,Ruckus Brewing,American Amber / Red Ale,7.00
515,Rathskeller Amber,Sun King Brewing Company,American Amber / Red Ale,5.30
516,En El Bosque,Omnipollo,American Amber / Red Ale,7.00
517,Immersion Amber Ale,Two Beers Brewing Co. .,American Amber / Red Ale,5.20
518,Oasis Amber,BJ 's Chicago Pizza & Brewery Inc. .,American Amber / Red Ale,4.50
519,American India Red Ale,Black Shirt Brewing Co. .,American Amber / Red Ale,7.18
520,Squatters Emigration Amber Ale,Utah Brewers Cooperative,American Amber / Red Ale,4.00
521,Flat Tire Ale,Thirsty Pagan Brewing,American Amber / Red Ale,
522,Imperial Red,Hop Valley Brewing Company,American Amber / Red Ale,8.00
523,Thirsty Frog Red Ale,Anheuser-Busch,American Amber / Red Ale,
524,Segua,Costa Rica 's Craft Brewing Co. .,American Amber / Red Ale,5.00
525,Red Racer India Style Red Ale,Central City Brewers + Distillers,American Amber / Red Ale,5.60
526,Phillips Amber Ale,Heavy Seas Beer,American Amber / Red Ale,
527,Lion Tamer Red,Hi-Wire Brewing,American Amber / Red Ale,7.00
528,Chopper 's Red Ale,Georgetown Brewing Company,American Amber / Red Ale,6.50
529,Derailleur Ale,Moab Brewery,American Amber / Red Ale,4.00
530,Close Encounter Harvest Ale,Fordham Brewing Company,American Amber / Red Ale,6.50
531,Battenkill Ale,Northshire Brewery,American Amber / Red Ale,5.70
532,The Blunt,Bridge Brew Works LLC,American Amber / Red Ale,5.50
533,McKinney Eddy Amber Ale,Piney River Brewing Co. .,American Amber / Red Ale,5.50
534,Devil 's Head Red,Pikes Peak Brewing Company,American Amber / Red Ale,7.10
535,Mickey Finn 's Amber Ale,Mickey Finn 's Brewery,American Amber / Red Ale,5.60
536,Hop Lab - Imperial Red,Kane Brewing Company,American Amber / Red Ale,9.20
537,Right On Red,Orlando Brewing Partners,American Amber / Red Ale,5.70
538,PGA ( Perfectly Great Amber ),Snoqualmie Falls Brewing Company & Taproom,American Amber / Red Ale,4.00
539,Liquidambar,Cahaba Brewing Company,American Amber / Red Ale,5.25
540,Something Red,Red Brick Station,American Amber / Red Ale,5.00
541,Rip Tide Red,Southend Brewery & Smokehouse,American Amber / Red Ale,5.00
542,Winter Mischief,Lagerheads Smokehouse & Brewing Co. .,American Amber / Red Ale,8.00
543,Harold The Red Ale,Black Husky Brewing,American Amber / Red Ale,
544,St. Michaels Ale,Eastern Shore Brewing,American Amber / Red Ale,5.50
545,White Crane Ale ( Rogue 's Oregon Golden Ale ),Ezo Beer KK,American Amber / Red Ale,5.00
546,Broad Brook Ale,Broad Brook Brewing Company,American Amber / Red Ale,6.10
547,One Five Five,August Schell Brewing Company,American Amber / Red Ale,5.00
548,Broad River Red Ale,River Rat Brewery,American Amber / Red Ale,5.30
549,Red Brick Ale,A1A Aleworks,American Amber / Red Ale,5.42
550,Paradise Beach Ale,Jacob Leinenkugel Brewing Company,American Amber / Red Ale,4.50
551,Railyard Ale,Phantom Canyon Brewing Company,American Amber / Red Ale,
552,Portsmouth Brewing Red Bird Ale,Portsmouth Brewing Co. / Mault 's Brewpub,American Amber / Red Ale,
553,Indecision Ale,Round Barn Brewery,American Amber / Red Ale,5.30
554,Albion Amber,Marin Brewing Company,American Amber / Red Ale,5.40
555,Red Spur,Lonerider Brewing Company,American Amber / Red Ale,7.30
556,Gastown Amber Ale,Granville Island Brewery,American Amber / Red Ale,5.50
557,Copper Harbor Ale,Midland Brewing Company,American Amber / Red Ale,5.30
558,BruRm AmBAR Ale,The BrÃ 1/4 Rm . at BAR,American Amber / Red Ale,5.50
559,Roedy _ ™ s Red,North End Tavern & Brewery,American Amber / Red Ale,6.50
560,Woodshed Red,Southern Oregon Brewing Company,American Amber / Red Ale,6.30
561,Grindstone Amber,Broadhead Brewing Company,American Amber / Red Ale,4.80
562,Atwater Rost,Atwater Brewery,American Amber / Red Ale,5.00
563,Amber Waves Ale,Capitol City Brewing,American Amber / Red Ale,5.40
564,Black Bear Gearhead Ale,Black Bear Brewery,American Amber / Red Ale,4.50
565,Angry RedHead,Mayday Brewery,American Amber / Red Ale,6.00
566,Miner 's Treasure Late Amber,Galena Brewing Company,American Amber / Red Ale,4.62
567,Red Thistle Ale,Golden Valley Brewery and Pub,American Amber / Red Ale,5.40
568,Red Fox ( Rogue 's American Amber ),Ezo Beer KK,American Amber / Red Ale,5.10
569,Rustic Red,Wisconsin Dells Brewing Co. .,American Amber / Red Ale,5.00
570,Franconia Amber,Franconia Brewing Company,American Amber / Red Ale,
571,Toasted Amber,Half Full Brewery,American Amber / Red Ale,5.60
572,Cascade Amber,Tied House Cafe & Brewery,American Amber / Red Ale,5.20
573,Tenpenny Ale,Homestead Beer Co. .,American Amber / Red Ale,4.60
574,Annapurna Amber,Mountain Sun Pub & Brewery,American Amber / Red Ale,4.70
575,Copper Ale,Mt. Carmel Brewing Company,American Amber / Red Ale,
576,Sleeman Red Ale - Rousse,Sleeman Breweries Ltd. .,American Amber / Red Ale,5.50
577,Dos Osos Amber Ale,Mammoth Brewing Company,American Amber / Red Ale,5.20
578,Fiddler 's Green Amber,Fiddler 's Green Brewing Company,American Amber / Red Ale,
579,DeadHead Double Red Ale,DESTIHL Brewery,American Amber / Red Ale,9.10
580,The Jackspot,The Fin City Brewing Co. .,American Amber / Red Ale,5.80
581,Red Cent Amber,Public Works Ale,American Amber / Red Ale,5.25
582,Horny Goat Red Planet Red Ale,Horny Goat Brewing Co. .,American Amber / Red Ale,5.40
